日付,地点名,観測地点名,県,緯度,経度,気温_平均,気温_最高,気温_最低,風速_最大,風向,降水量,天気コード,天気,水温,最大波高,波向,波周期,潮汐,月齢,月相
2022-01-23,高知,高知,高知県,33.56,133.54,7.1,7.7,6.7,6.1,N,2.3,55,強い霧雨,,0.3,SE,11.4,小潮,20.1,十六夜
2022-01-23,足摺,足摺,高知県,32.72,132.72,8.5,9.2,7.8,16.9,NE,5.8,61,弱い雨,,0.9,E,12.3,小潮,20.1,十六夜
2022-01-23,宇和島,宇和島,愛媛県,33.22,132.56,6.9,7.1,6.7,10.4,E,4.8,61,弱い雨,,0,SE,5.5,小潮,20.1,十六夜
2022-01-23,松山,松山,愛媛県,33.84,132.77,5.5,5.6,5.5,9.2,ENE,3.7,61,弱い雨,,0.2,NE,2.5,小潮,20.1,十六夜
2022-01-23,来島,来島,愛媛県,34.12,132.99,5,5.2,4.8,13,E,2.5,55,強い霧雨,,0.3,ENE,2.3,小潮,20.1,十六夜
2022-01-23,高松,高松,香川県,34.35,134.05,3.7,4.4,3.2,6.4,ESE,0.2,51,弱い霧雨,,0.1,ENE,2.2,小潮,20.1,十六夜
2022-01-23,阿南,阿南,徳島県,33.92,134.66,4.6,4.9,4.2,13,NNW,0.1,51,弱い霧雨,,0.2,NE,4.4,小潮,20.1,十六夜
2022-01-24,室戸,室戸,高知県,33.29,134.18,6.7,7.1,6.4,30.8,NE,0,3,曇り,,2.1,NE,6.4,小潮,21.1,下弦
2022-01-24,高知,高知,高知県,33.56,133.54,7.2,7.3,7.1,29.9,N,0,3,曇り,,1,S,7.2,小潮,21.1,下弦
2022-01-24,足摺,足摺,高知県,32.72,132.72,9.5,9.7,9,5,ENE,0.1,51,弱い霧雨,,1.9,SE,7,小潮,21.1,下弦
2022-01-24,宇和島,宇和島,愛媛県,33.22,132.56,6,6.2,5.9,13.8,NE,0,3,曇り,,0.6,NW,5,小潮,21.1,下弦
2022-01-24,松山,松山,愛媛県,33.84,132.77,6.6,6.7,6.6,26.2,NNE,0,3,曇り,,0.6,NNE,3,小潮,21.1,下弦
2022-01-24,来島,来島,愛媛県,34.12,132.99,6.5,6.6,6.5,22.6,NE,0,3,曇り,,0.4,ENE,2.4,小潮,21.1,下弦
2022-01-24,高松,高松,香川県,34.35,134.05,5.5,5.8,5.1,13,N,0,3,曇り,,0.2,NE,2.2,小潮,21.1,下弦
2022-01-24,阿南,阿南,徳島県,33.92,134.66,6.6,6.7,6.4,35.7,N,0,3,曇り,,1.1,N,4.1,小潮,21.1,下弦
2022-01-25,室戸,室戸,高知県,33.29,134.18,6.7,7.1,6.4,17.3,NE,0,3,曇り,,1.6,ENE,6.6,長潮,22.1,下弦
2022-01-25,高知,高知,高知県,33.56,133.54,6.8,7.2,6.4,7.3,NNW,0,3,曇り,,0.7,SSE,8.3,長潮,22.1,下弦
2022-01-25,足摺,足摺,高知県,32.72,132.72,8.9,9.1,8.8,7.6,NNW,0,3,曇り,,1.4,E,6.5,長潮,22.1,下弦
2022-01-25,宇和島,宇和島,愛媛県,33.22,132.56,6.1,6.3,6,4,E,0.1,51,弱い霧雨,,0.3,NW,3.9,長潮,22.1,下弦
2022-01-25,松山,松山,愛媛県,33.84,132.77,4.3,4.9,3.9,8.3,ENE,0,3,曇り,,0.3,NNE,3,長潮,22.1,下弦
2022-01-25,来島,来島,愛媛県,34.12,132.99,5.2,5.5,5,15.8,E,0,3,曇り,,0.4,ENE,2.6,長潮,22.1,下弦
2022-01-25,高松,高松,香川県,34.35,134.05,1,3.3,-0.2,9.7,SE,0,3,曇り,,0.1,ENE,2.5,長潮,22.1,下弦
2022-01-25,阿南,阿南,徳島県,33.92,134.66,3.8,4.3,3.4,19,NNW,0,2,一部曇り,,0.7,NE,5,長潮,22.1,下弦
2022-01-26,室戸,室戸,高知県,33.29,134.18,6.6,7.8,5.2,5.5,ENE,0,2,一部曇り,,1.1,E,7.3,長潮,23.1,下弦
2022-01-26,高知,高知,高知県,33.56,133.54,3.3,4.1,2.7,8,N,0,3,曇り,,0.6,SE,7.8,長潮,23.1,下弦
2022-01-26,足摺,足摺,高知県,32.72,132.72,7.9,8.6,7.3,17,NNW,0,1,晴れ,,1.2,ENE,6.4,長潮,23.1,下弦
2022-01-26,宇和島,宇和島,愛媛県,33.22,132.56,4.2,6.4,3.1,6.8,NNE,0,3,曇り,,0.3,NW,3.2,長潮,23.1,下弦
2022-01-26,松山,松山,愛媛県,33.84,132.77,4.9,6.9,3.8,9.3,ESE,0,3,曇り,,0.1,WSW,2.2,長潮,23.1,下弦
2022-01-26,来島,来島,愛媛県,34.12,132.99,4.7,6.5,3.4,15,WSW,0,3,曇り,,0.1,W,1.7,長潮,23.1,下弦
2022-01-26,高松,高松,香川県,34.35,134.05,1.9,3.7,1,8.7,WSW,0,3,曇り,,0,SW,2.3,長潮,23.1,下弦
2022-01-26,阿南,阿南,徳島県,33.92,134.66,4.5,5,4.2,15.7,N,0,1,晴れ,,0.5,E,5,長潮,23.1,下弦
2022-01-27,室戸,室戸,高知県,33.29,134.18,6.5,7.4,5.5,2.7,ENE,0,3,曇り,,1.1,E,7.8,若潮,24.1,二十六夜
2022-01-27,高知,高知,高知県,33.56,133.54,5.5,5.8,5.2,7.6,N,0,3,曇り,,0.5,ESE,7,若潮,24.1,二十六夜
2022-01-27,足摺,足摺,高知県,32.72,132.72,6.8,7.3,6.5,9.7,NNW,0,3,曇り,,1,E,7.3,若潮,24.1,二十六夜
2022-01-27,宇和島,宇和島,愛媛県,33.22,132.56,4.6,5,4.3,6.9,NE,0,3,曇り,,0.2,NNW,3,若潮,24.1,二十六夜
2022-01-27,松山,松山,愛媛県,33.84,132.77,4.5,5,4.2,8.4,E,0,3,曇り,,0.1,NW,2.3,若潮,24.1,二十六夜
2022-01-27,来島,来島,愛媛県,34.12,132.99,6,6.1,5.7,4.6,ENE,0,3,曇り,,0.1,NW,1.9,若潮,24.1,二十六夜
2022-01-27,高松,高松,香川県,34.35,134.05,1.4,3,0.4,8.7,SW,0,3,曇り,,0.1,WNW,2,若潮,24.1,二十六夜
2022-01-27,阿南,阿南,徳島県,33.92,134.66,5.1,5.3,4.9,18.9,NNW,0,3,曇り,,0.6,N,4,若潮,24.1,二十六夜
2022-01-28,室戸,室戸,高知県,33.29,134.18,4.6,4.9,4.2,8.2,NW,0,1,晴れ,,0.7,E,6.7,若潮,25.1,二十六夜
2022-01-28,高知,高知,高知県,33.56,133.54,2.3,4.7,0.9,6.9,NW,0,3,曇り,,0.3,SE,7.7,若潮,25.1,二十六夜
2022-01-28,足摺,足摺,高知県,32.72,132.72,7.2,7.4,7,15.3,NNW,0,3,曇り,,1,NNW,5.2,若潮,25.1,二十六夜
2022-01-28,宇和島,宇和島,愛媛県,33.22,132.56,5.7,6.4,5.3,11.9,NNW,0,3,曇り,,0.4,NW,3.1,若潮,25.1,二十六夜
2022-01-28,松山,松山,愛媛県,33.84,132.77,2.6,4,1.8,5.4,E,0,2,一部曇り,,0.1,WNW,2,若潮,25.1,二十六夜
2022-01-28,来島,来島,愛媛県,34.12,132.99,4.8,5.5,4.4,7.8,WNW,0,2,一部曇り,,0.1,NW,1.7,若潮,25.1,二十六夜
2022-01-28,高松,高松,香川県,34.35,134.05,4.1,4.7,3.7,14.2,WSW,0,2,一部曇り,,0,ENE,1.9,若潮,25.1,二十六夜
2022-01-28,阿南,阿南,徳島県,33.92,134.66,5.5,6.2,5.1,22.5,NW,0,3,曇り,,0.4,WSW,3.2,若潮,25.1,二十六夜
2022-01-29,室戸,室戸,高知県,33.29,134.18,5.8,5.9,5.8,8.8,NW,0,3,曇り,,0.7,E,7.9,中潮,26.1,二十六夜
2022-01-29,高知,高知,高知県,33.56,133.54,4.9,5.9,4.3,5.2,SSW,0,3,曇り,,0.4,SE,9,中潮,26.1,二十六夜
2022-01-29,足摺,足摺,高知県,32.72,132.72,6.6,6.9,6.4,14.3,NNW,0,3,曇り,,1.1,NNW,5.4,中潮,26.1,二十六夜
2022-01-29,宇和島,宇和島,愛媛県,33.22,132.56,5.7,6.1,5.5,8.3,NNW,0,3,曇り,,0.4,NW,3.2,中潮,26.1,二十六夜
2022-01-29,松山,松山,愛媛県,33.84,132.77,4.7,5.3,3.7,7.7,NNE,0,3,曇り,,0.2,W,2.6,中潮,26.1,二十六夜
2022-01-29,来島,来島,愛媛県,34.12,132.99,4.3,5,3.8,9.2,SW,0,3,曇り,,0.1,WSW,2.3,中潮,26.1,二十六夜
2022-01-29,高松,高松,香川県,34.35,134.05,4.9,5.2,4.7,15,W,0,3,曇り,,0.1,W,1.9,中潮,26.1,二十六夜
2022-01-29,阿南,阿南,徳島県,33.92,134.66,5.8,6,5.7,24.8,NW,0,3,曇り,,0.5,NNW,3.1,中潮,26.1,二十六夜
2022-01-30,室戸,室戸,高知県,33.29,134.18,6.3,6.8,5.5,3.3,NE,0,3,曇り,,0.9,ENE,6.2,中潮,27.1,二十六夜
2022-01-30,高知,高知,高知県,33.56,133.54,5,5.1,4.9,11.2,N,0,3,曇り,,0.4,N,4.5,中潮,27.1,二十六夜
2022-01-30,足摺,足摺,高知県,32.72,132.72,5.3,5.3,5.3,13.7,N,0,3,曇り,,1,NNW,5.6,中潮,27.1,二十六夜
2022-01-30,宇和島,宇和島,愛媛県,33.22,132.56,4.3,4.3,4.3,9.8,NNE,0,3,曇り,,0.4,NW,3.2,中潮,27.1,二十六夜
2022-01-30,松山,松山,愛媛県,33.84,132.77,4.4,4.6,4.3,12.6,NE,0,3,曇り,,0.2,NW,2.4,中潮,27.1,二十六夜
2022-01-30,来島,来島,愛媛県,34.12,132.99,4.4,4.7,4.2,5.7,NNE,0,3,曇り,,0.1,WNW,2.1,中潮,27.1,二十六夜
2022-01-30,高松,高松,香川県,34.35,134.05,3.8,4.2,3.5,9.2,WSW,0,3,曇り,,0,W,2,中潮,27.1,二十六夜
2022-01-30,阿南,阿南,徳島県,33.92,134.66,4.9,4.9,4.8,23.8,NNW,0,3,曇り,,0.6,NNW,3.1,中潮,27.1,二十六夜
2022-01-31,室戸,室戸,高知県,33.29,134.18,3.7,4,3.4,14.5,NNW,0,0,快晴,,0.8,NE,6.2,大潮,28.1,晦日
2022-01-31,高知,高知,高知県,33.56,133.54,3.6,4.3,3,5.2,WSW,0,1,晴れ,,0.3,NE,7.7,大潮,28.1,晦日
2022-01-31,足摺,足摺,高知県,32.72,132.72,4.8,5.1,4.6,15.1,NNW,0,0,快晴,,1.2,NNW,5.3,大潮,28.1,晦日
2022-01-31,宇和島,宇和島,愛媛県,33.22,132.56,4,4.2,3.7,10.8,NNW,0,0,快晴,,0.5,NW,3.2,大潮,28.1,晦日
2022-01-31,松山,松山,愛媛県,33.84,132.77,2.1,3.6,1,10.1,NNE,0,0,快晴,,0.2,NNW,2.2,大潮,28.1,晦日
2022-01-31,来島,来島,愛媛県,34.12,132.99,3.3,4,2.9,10.6,W,0,0,快晴,,0.1,NW,1.7,大潮,28.1,晦日
2022-01-31,高松,高松,香川県,34.35,134.05,3.2,3.7,2.7,12.6,WSW,0,1,晴れ,,0.2,WNW,2,大潮,28.1,晦日
2022-01-31,阿南,阿南,徳島県,33.92,134.66,4.2,4.4,4,27.8,NW,0,3,曇り,,0.7,NNW,3.2,大潮,28.1,晦日
2022-02-01,室戸,室戸,高知県,33.29,134.18,3.5,4.1,3.2,11.8,NW,0,0,快晴,,0.6,SE,8,大潮,29.1,晦日
2022-02-01,高知,高知,高知県,33.56,133.54,-1.3,0.4,-2.3,6.8,N,0,0,快晴,,0.3,SSE,9.7,大潮,29.1,晦日
2022-02-01,足摺,足摺,高知県,32.72,132.72,5.6,6.1,5.3,16.6,NW,0,0,快晴,,0.8,NW,5.8,大潮,29.1,晦日
2022-02-01,宇和島,宇和島,愛媛県,33.22,132.56,1.9,5.3,0.2,12.4,WNW,0,1,晴れ,,0.3,WNW,2.9,大潮,29.1,晦日
2022-02-01,松山,松山,愛媛県,33.84,132.77,6,6.8,5.3,18.4,W,0,3,曇り,,0.3,W,2.5,大潮,29.1,晦日
2022-02-01,来島,来島,愛媛県,34.12,132.99,4.2,5.4,3.4,17.2,WSW,0,1,晴れ,,0.3,WSW,2,大潮,29.1,晦日
2022-02-01,高松,高松,香川県,34.35,134.05,2.1,3.2,1.6,14.8,SSW,0,0,快晴,,0.1,W,1.8,大潮,29.1,晦日
2022-02-01,阿南,阿南,徳島県,33.92,134.66,3.9,4.3,3.5,14.5,NW,0,0,快晴,,0.3,NW,3.7,大潮,29.1,晦日
2022-02-02,室戸,室戸,高知県,33.29,134.18,1.9,2.7,1.4,12.1,NNW,0,0,快晴,,0.9,WSW,5.5,大潮,0.5,新月
2022-02-02,高知,高知,高知県,33.56,133.54,2,2.9,0.8,6.9,SW,0,1,晴れ,,0.3,SSW,7.1,大潮,0.5,新月
2022-02-02,足摺,足摺,高知県,32.72,132.72,3.6,4.2,3.3,12.3,N,0,3,曇り,,1.2,NW,5.2,大潮,0.5,新月
2022-02-02,宇和島,宇和島,愛媛県,33.22,132.56,1.2,3.3,0,8.9,NNW,0,3,曇り,,0.5,NW,3.8,大潮,0.5,新月
2022-02-02,松山,松山,愛媛県,33.84,132.77,1.4,2.2,0.6,9.4,NE,0,1,晴れ,,0.3,W,3,大潮,0.5,新月
2022-02-02,来島,来島,愛媛県,34.12,132.99,1.1,2.6,0,8.3,SW,0,2,一部曇り,,0.2,WSW,2.4,大潮,0.5,新月
2022-02-02,高松,高松,香川県,34.35,134.05,1.9,2.5,1.4,14.6,SW,0,1,晴れ,,0.3,W,2.4,大潮,0.5,新月
2022-02-02,阿南,阿南,徳島県,33.92,134.66,3.2,4,2.7,17.9,NW,0,0,快晴,,0.6,NW,3.5,大潮,0.5,新月
2022-02-03,室戸,室戸,高知県,33.29,134.18,5,5.2,4.9,11,NW,0.2,51,弱い霧雨,,0.7,WSW,5.8,大潮,1.5,新月
2022-02-03,高知,高知,高知県,33.56,133.54,4.3,4.8,3.7,4,W,0,3,曇り,,0.3,WSW,6.6,大潮,1.5,新月
2022-02-03,足摺,足摺,高知県,32.72,132.72,5.8,6.1,5.6,16.8,NNW,0.3,51,弱い霧雨,,1,NW,4.6,大潮,1.5,新月
2022-02-03,宇和島,宇和島,愛媛県,33.22,132.56,4.5,4.8,4.3,9.2,NNW,0.6,51,弱い霧雨,,0.5,NW,3.4,大潮,1.5,新月
2022-02-03,松山,松山,愛媛県,33.84,132.77,5.6,5.6,5.5,12.2,WNW,0.1,51,弱い霧雨,,0.3,W,2.7,大潮,1.5,新月
2022-02-03,来島,来島,愛媛県,34.12,132.99,4.5,4.6,4.4,10.9,W,0.2,51,弱い霧雨,,0.1,WSW,2.4,大潮,1.5,新月
2022-02-03,高松,高松,香川県,34.35,134.05,4.5,4.8,4.4,15.1,W,0,3,曇り,,0.2,W,1.9,大潮,1.5,新月
2022-02-03,阿南,阿南,徳島県,33.92,134.66,5.1,5.2,4.9,22.9,NW,0,3,曇り,,0.6,NNW,3.3,大潮,1.5,新月
2022-02-04,室戸,室戸,高知県,33.29,134.18,3.5,4.7,2.5,3.9,NE,0,3,曇り,,0.7,ENE,5.7,中潮,2.5,三日月
2022-02-04,高知,高知,高知県,33.56,133.54,2.2,3.6,1.4,5.1,NW,0,3,曇り,,0.3,NNE,6.1,中潮,2.5,三日月
2022-02-04,足摺,足摺,高知県,32.72,132.72,4.3,4.4,4.2,17.4,NNW,0,3,曇り,,1.1,NNW,4.9,中潮,2.5,三日月
2022-02-04,宇和島,宇和島,愛媛県,33.22,132.56,3.1,3.2,2.9,9.3,NNE,0,3,曇り,,0.4,NW,3.3,中潮,2.5,三日月
2022-02-04,松山,松山,愛媛県,33.84,132.77,2.6,3.3,1.9,7.6,E,0,2,一部曇り,,0.2,NW,2.6,中潮,2.5,三日月
2022-02-04,来島,来島,愛媛県,34.12,132.99,2.3,3.1,1.5,5.6,SW,0,3,曇り,,0.1,NNW,2.1,中潮,2.5,三日月
2022-02-04,高松,高松,香川県,34.35,134.05,1.7,2.6,1.2,12.1,WSW,0,3,曇り,,0.1,NNW,2.1,中潮,2.5,三日月
2022-02-04,阿南,阿南,徳島県,33.92,134.66,3,3.5,2.7,24.3,NW,0,3,曇り,,0.6,NNW,3.2,中潮,2.5,三日月
2022-02-05,室戸,室戸,高知県,33.29,134.18,2.4,3,2.1,28.8,WNW,0,0,快晴,,1.8,WSW,5.7,中潮,3.5,三日月
2022-02-05,高知,高知,高知県,33.56,133.54,0.6,1,-0.1,9.7,WNW,0,1,晴れ,,0.7,W,4.5,中潮,3.5,三日月
2022-02-05,足摺,足摺,高知県,32.72,132.72,3.4,3.6,3.2,33.4,NW,0,1,晴れ,,1.9,WNW,5.3,中潮,3.5,三日月
2022-02-05,宇和島,宇和島,愛媛県,33.22,132.56,2,2.1,1.9,28.3,NW,0,1,晴れ,,1.2,WNW,5,中潮,3.5,三日月
2022-02-05,松山,松山,愛媛県,33.84,132.77,1.5,1.6,1.3,25.9,WNW,0,1,晴れ,,0.9,WNW,3.9,中潮,3.5,三日月
2022-02-05,来島,来島,愛媛県,34.12,132.99,1.2,1.4,1,28.7,WNW,0,1,晴れ,,0.7,W,3.3,中潮,3.5,三日月
2022-02-05,高松,高松,香川県,34.35,134.05,1,1.2,0.8,32.4,W,0,0,快晴,,0.6,W,3,中潮,3.5,三日月
2022-02-05,阿南,阿南,徳島県,33.92,134.66,1.6,1.8,1.4,22.5,NW,0,0,快晴,,0.7,WNW,3.9,中潮,3.5,三日月
2022-02-06,室戸,室戸,高知県,33.29,134.18,2,2.2,1.9,20,WNW,0,0,快晴,,1.2,WSW,5.2,中潮,4.5,三日月
2022-02-06,高知,高知,高知県,33.56,133.54,0.1,1.7,-0.8,5.9,SW,0,1,晴れ,,0.5,W,4.7,中潮,4.5,三日月
2022-02-06,足摺,足摺,高知県,32.72,132.72,3.4,3.5,3.3,33.4,NW,0,2,一部曇り,,2,NW,5.4,中潮,4.5,三日月
2022-02-06,宇和島,宇和島,愛媛県,33.22,132.56,1.9,2.3,1.7,25,NW,0.1,71,弱い雪,,1.1,NW,5.1,中潮,4.5,三日月
2022-02-06,松山,松山,愛媛県,33.84,132.77,1.9,2,1.7,22.7,WNW,0,1,晴れ,,0.8,WNW,3.7,中潮,4.5,三日月
2022-02-06,来島,来島,愛媛県,34.12,132.99,1.6,1.7,1.4,25.8,WNW,0,1,晴れ,,0.6,W,3.2,中潮,4.5,三日月
2022-02-06,高松,高松,香川県,34.35,134.05,1.2,1.6,0.9,29.9,W,0,0,快晴,,0.7,W,3.1,中潮,4.5,三日月
2022-02-06,阿南,阿南,徳島県,33.92,134.66,0.8,1.2,0.6,18.4,WNW,0,0,快晴,,0.7,WNW,3.7,中潮,4.5,三日月
2022-02-07,室戸,室戸,高知県,33.29,134.18,1.5,2.7,0.9,10.7,NW,0,2,一部曇り,,0.6,WSW,6.3,小潮,5.5,三日月
2022-02-07,高知,高知,高知県,33.56,133.54,-0.9,0.9,-1.9,4.1,NNW,0,2,一部曇り,,0.3,S,8.8,小潮,5.5,三日月
2022-02-07,足摺,足摺,高知県,32.72,132.72,4.2,4.7,3.9,13.3,NNW,0,3,曇り,,0.7,NW,5.1,小潮,5.5,三日月
2022-02-07,宇和島,宇和島,愛媛県,33.22,132.56,3,3.2,2.8,8.1,NNW,0,3,曇り,,0.3,WNW,3,小潮,5.5,三日月
2022-02-07,松山,松山,愛媛県,33.84,132.77,2.9,3.5,1.8,8.8,NNW,0,3,曇り,,0.3,W,2.8,小潮,5.5,三日月
2022-02-07,来島,来島,愛媛県,34.12,132.99,2.8,3.1,2.2,12,WNW,0,3,曇り,,0.2,WSW,2.4,小潮,5.5,三日月
2022-02-07,高松,高松,香川県,34.35,134.05,0.2,1.8,-1,11.4,SW,0,2,一部曇り,,0.2,W,2.4,小潮,5.5,三日月
2022-02-07,阿南,阿南,徳島県,33.92,134.66,2.1,2.5,1.8,18.8,NW,0,3,曇り,,0.5,NW,3.5,小潮,5.5,三日月
2022-02-08,室戸,室戸,高知県,33.29,134.18,5.6,5.7,5.4,21.2,NE,1.6,53,霧雨,,0.7,ESE,8.8,小潮,6.5,上弦
2022-02-08,高知,高知,高知県,33.56,133.54,4.5,4.8,4.3,7.9,NW,1.5,53,霧雨,,0.5,ESE,7,小潮,6.5,上弦
2022-02-08,足摺,足摺,高知県,32.72,132.72,4.9,5.5,4.2,9.7,N,0.7,51,弱い霧雨,,0.4,ESE,11.1,小潮,6.5,上弦
2022-02-08,宇和島,宇和島,愛媛県,33.22,132.56,3.1,3.5,2.8,8.5,NE,1.4,73,雪,,0.1,WNW,3.2,小潮,6.5,上弦
2022-02-08,松山,松山,愛媛県,33.84,132.77,4.3,4.7,4,6.2,ESE,0.4,51,弱い霧雨,,0,W,2,小潮,6.5,上弦
2022-02-08,来島,来島,愛媛県,34.12,132.99,4.6,5,4.1,2.6,NW,0.5,51,弱い霧雨,,0,ESE,1.8,小潮,6.5,上弦
2022-02-08,高松,高松,香川県,34.35,134.05,3,3.1,3,10.8,SSW,0.7,51,弱い霧雨,,0,W,2,小潮,6.5,上弦
2022-02-08,阿南,阿南,徳島県,33.92,134.66,4.5,4.7,4.3,11.6,NNW,1.5,53,霧雨,,0.2,S,6.3,小潮,6.5,上弦
2022-02-09,室戸,室戸,高知県,33.29,134.18,3.8,4.3,3.5,19.6,NNE,0,2,一部曇り,,1.2,NE,5.7,小潮,7.5,上弦
2022-02-09,高知,高知,高知県,33.56,133.54,1.4,2.9,0.3,12.2,NNW,0,3,曇り,,0.4,SE,7.7,小潮,7.5,上弦
2022-02-09,足摺,足摺,高知県,32.72,132.72,3.1,4.6,2,12,NNE,0,2,一部曇り,,1,SSE,6.7,小潮,7.5,上弦
2022-02-09,宇和島,宇和島,愛媛県,33.22,132.56,0.4,1.2,-0.4,7.8,ESE,0,3,曇り,,0.3,NNW,4.3,小潮,7.5,上弦
2022-02-09,松山,松山,愛媛県,33.84,132.77,3.3,4.3,2.6,9.7,ENE,0,3,曇り,,0.2,NNE,2.4,小潮,7.5,上弦
2022-02-09,来島,来島,愛媛県,34.12,132.99,5.1,5.6,4.8,21.3,E,0,3,曇り,,0.1,NNE,1.7,小潮,7.5,上弦
2022-02-09,高松,高松,香川県,34.35,134.05,1.7,3.8,0.4,11.6,E,0,3,曇り,,0,NNE,2.1,小潮,7.5,上弦
2022-02-09,阿南,阿南,徳島県,33.92,134.66,4.5,4.8,4.2,20,NNW,0,2,一部曇り,,0.5,N,3.3,小潮,7.5,上弦
2022-02-10,室戸,室戸,高知県,33.29,134.18,6.2,6.5,5.8,11.2,NE,1.4,53,霧雨,,1.2,E,7.3,長潮,8.5,上弦
2022-02-10,高知,高知,高知県,33.56,133.54,6,6.3,5.7,8.6,NNE,3.2,61,弱い雨,,0.5,SE,7.8,長潮,8.5,上弦
2022-02-10,足摺,足摺,高知県,32.72,132.72,6.4,6.5,6.3,6.7,NNE,1.4,53,霧雨,,0.9,ESE,6.7,長潮,8.5,上弦
2022-02-10,宇和島,宇和島,愛媛県,33.22,132.56,5.3,5.5,5.1,6.8,ENE,0.5,51,弱い霧雨,,0.1,SSW,5.5,長潮,8.5,上弦
2022-02-10,松山,松山,愛媛県,33.84,132.77,4.8,5.2,4.5,11.3,ENE,1.1,53,霧雨,,0.2,NE,2.6,長潮,8.5,上弦
2022-02-10,来島,来島,愛媛県,34.12,132.99,4.4,4.5,4.3,11.9,E,2,53,霧雨,,0.3,ENE,2.5,長潮,8.5,上弦
2022-02-10,高松,高松,香川県,34.35,134.05,4.7,5,4.4,4.5,ESE,0.7,51,弱い霧雨,,0.2,ENE,2.8,長潮,8.5,上弦
2022-02-10,阿南,阿南,徳島県,33.92,134.66,4.8,5.2,4.6,18.9,NNW,0.7,51,弱い霧雨,,0.6,NNE,4.1,長潮,8.5,上弦
2022-02-11,室戸,室戸,高知県,33.29,134.18,3.8,4.8,3,11.3,NE,0,1,晴れ,,1,E,7.9,長潮,9.5,十日夜
2022-02-11,高知,高知,高知県,33.56,133.54,2.8,4.2,0.6,3.8,NNW,0,0,快晴,,0.6,ESE,8.5,長潮,9.5,十日夜
2022-02-11,足摺,足摺,高知県,32.72,132.72,5.2,5.8,4.7,8.8,N,0,1,晴れ,,1.2,ENE,6.8,長潮,9.5,十日夜
2022-02-11,宇和島,宇和島,愛媛県,33.22,132.56,2.8,3.5,2.3,8.7,NE,0,3,曇り,,0.3,NW,3,長潮,9.5,十日夜
2022-02-11,松山,松山,愛媛県,33.84,132.77,1.7,2.5,1.3,9.8,ESE,0,3,曇り,,0.1,WNW,2.3,長潮,9.5,十日夜
2022-02-11,来島,来島,愛媛県,34.12,132.99,4.1,4.4,3.7,2.6,SW,0,3,曇り,,0,NW,2,長潮,9.5,十日夜
2022-02-11,高松,高松,香川県,34.35,134.05,1.8,3.5,0.8,9.9,WSW,0,0,快晴,,0,NE,2.1,長潮,9.5,十日夜
2022-02-11,阿南,阿南,徳島県,33.92,134.66,4.2,4.9,3.8,18,NW,0,0,快晴,,0.6,NNE,3.9,長潮,9.5,十日夜
2022-02-12,室戸,室戸,高知県,33.29,134.18,6.1,6.7,5.6,14,NE,0,3,曇り,,1.2,E,8.8,若潮,10.5,十日夜
2022-02-12,高知,高知,高知県,33.56,133.54,4.3,5.4,3.4,7.6,N,0,3,曇り,,0.4,ESE,8.9,若潮,10.5,十日夜
2022-02-12,足摺,足摺,高知県,32.72,132.72,7.7,7.9,7.6,13.6,NNE,0.1,51,弱い霧雨,,1.1,E,9.2,若潮,10.5,十日夜
2022-02-12,宇和島,宇和島,愛媛県,33.22,132.56,5.1,5.8,4.5,9.4,E,0,3,曇り,,0.1,NNW,3.4,若潮,10.5,十日夜
2022-02-12,松山,松山,愛媛県,33.84,132.77,4.2,5,3.6,9,E,0,3,曇り,,0.1,NNW,2.1,若潮,10.5,十日夜
2022-02-12,来島,来島,愛媛県,34.12,132.99,5.5,6,5.1,10.8,E,0,3,曇り,,0.1,NE,1.6,若潮,10.5,十日夜
2022-02-12,高松,高松,香川県,34.35,134.05,2.5,4.8,1.2,7.3,SSE,0,3,曇り,,0.1,ENE,2.2,若潮,10.5,十日夜
2022-02-12,阿南,阿南,徳島県,33.92,134.66,5.1,5.8,4.6,15,NNW,0,3,曇り,,0.3,NE,3.9,若潮,10.5,十日夜
2022-02-13,室戸,室戸,高知県,33.29,134.18,7.5,7.9,7.3,18.9,NNE,1.7,53,霧雨,,1.3,E,9.1,若潮,11.5,十日夜
2022-02-13,高知,高知,高知県,33.56,133.54,6.2,6.2,6.1,10,NNW,1.8,55,強い霧雨,,0.6,ESE,8.4,若潮,11.5,十日夜
2022-02-13,足摺,足摺,高知県,32.72,132.72,9.4,9.6,9.3,15.1,ENE,7,63,雨,,1.7,E,8.2,若潮,11.5,十日夜
2022-02-13,宇和島,宇和島,愛媛県,33.22,132.56,7.4,7.5,7.4,9.8,E,1.7,53,霧雨,,0.2,SE,3.9,若潮,11.5,十日夜
2022-02-13,松山,松山,愛媛県,33.84,132.77,5.8,5.9,5.8,12.9,ENE,2.1,55,強い霧雨,,0.3,NE,2.7,若潮,11.5,十日夜
2022-02-13,来島,来島,愛媛県,34.12,132.99,5.8,5.9,5.8,14.2,E,2.7,55,強い霧雨,,0.4,ENE,2.7,若潮,11.5,十日夜
2022-02-13,高松,高松,香川県,34.35,134.05,5.4,5.7,5.2,7.6,E,0.9,53,霧雨,,0.2,ENE,2.6,若潮,11.5,十日夜
2022-02-13,阿南,阿南,徳島県,33.92,134.66,5.8,6,5.7,15.2,NNW,1.1,53,霧雨,,0.5,NE,4.1,若潮,11.5,十日夜
